# M56 E(B-V)=0.26, (m-M)_0 = 15.68
# BlueFlag Note: if (V-I)0 > 0.331 + 1.444 * (B-V)0 thenBlueFlag = 0. Value of 1 is good.
# Note: if BaumgardtCheck = 1, then there is atleast 1 member star within 3"of the candidate star in the cluster V&B21
# File Created: 04/17/2024 (MM/DD/YYYY)
# 	RA		Dec		(B-V)_0	M_u	M_B	M_V	u	B	V	I	BlueFlag	BaumgardtCheck
195	19 16 19.507	+30 06 58.20	-0.06	-0.52	-1.44	-1.38	15.7010	14.5276	14.3386	14.0784	1	0
338	19 16 29.072	+30 09 32.13	-0.28	-1.18	-0.87	-0.60	15.0427	15.1163	15.1323	15.1276	1	1
423	19 16 29.384	+30 09 48.73	-0.01	0.57	-0.31	-0.29	16.7953	15.6631	15.4287	15.1656	1	1
962	19 16 30.260	+30 09 48.97	-0.83	1.73	0.61	1.44	17.9584	16.6448	17.1855	15.0587	0	1
1216	19 16 31.144	+30 10 28.63	-0.02	1.54	0.91	0.92	17.7682	16.8763	16.6448	16.3729	1	1
1413	19 16 31.948	+30 10 44.71	-0.09	1.50	1.21	1.30	17.7253	17.1846	17.0201	16.8923	1	1
1467	19 16 33.935	+30 10 53.95	-0.20	1.85	1.27	1.47	18.0791	17.2534	17.1952	16.5536	0	0
1661	19 16 35.725	+30 11 09.45	-0.22	2.01	1.34	1.56	18.2394	17.3275	17.2856	16.9045	0	1
1681	19 16 36.561	+30 11 16.78	-0.18	1.71	1.16	1.34	17.9343	17.1435	17.0661	16.8146	1	1
1698	19 16 37.385	+30 11 19.03	-0.21	1.96	1.36	1.57	18.1874	17.3410	17.2931	17.0293	1	1
2460	19 16 39.141	+30 11 33.19	-0.27	2.10	1.92	2.19	18.3236	17.9121	17.9218	17.8215	1	1
3442	19 16 39.329	+30 12 23.53	-0.30	2.56	2.40	2.69	18.7820	18.3867	18.4232	18.4638	1	1
9910	19 16 40.238	+30 12 48.47	-0.58	83.77	3.98	4.56	99.9999	19.9879	20.2914	18.7024	0	0
13020	19 16 40.932	+30 12 56.51	-0.71	83.77	3.90	4.61	99.9999	19.9211	20.3477	19.4821	0	1
13279	19 16 41.283	+30 16 56.41	-0.70	83.77	4.26	4.96	99.9999	20.2835	20.7036	19.5010	0	0
