# ngc1851 E(B-V)=0.02, (m-M)_0 = 15.47
# BlueFlag Note: if (V-I)0 > 0.331 + 1.444 * (B-V)0 thenBlueFlag = 0. Value of 1 is good.
# Note: if BaumgardtCheck = 1, then there is atleast 1 member star within 3"of the candidate star in the cluster V&B21
# File Created: 04/17/2024 (MM/DD/YYYY)
# 	RA		Dec		(B-V)_0	M_u	M_B	M_V	u	B	V	I	BlueFlag	BaumgardtCheck
1577	05 14 01.378	-40 05 32.21	-0.51	4.54	4.04	4.54	20.0609	19.5601	20.0305	18.3670	0	1
2464	05 14 04.863	-40 03 58.77	-0.36	4.27	3.64	3.99	19.7891	19.1511	19.4762	18.0047	0	1
2854	05 14 06.349	-40 03 37.30	-0.42	3.95	3.56	3.98	19.4703	19.0801	19.4633	99.9999	1	1
2974	05 14 07.324	-40 03 29.90	-0.14	1.72	1.15	1.29	17.2351	16.6550	16.7708	16.8043	1	1
3443	05 14 07.435	-40 03 29.42	-0.29	84.48	3.77	4.06	99.9999	19.2815	19.5453	18.9187	0	1
4323	05 14 08.421	-40 03 28.76	-0.11	-2.34	-2.37	-2.26	13.1776	13.1330	13.2239	13.4844	1	1
4415	05 14 08.599	-40 03 18.64	-0.57	2.24	1.11	1.68	17.7599	16.6322	17.1673	99.9999	1	0
5081	05 14 10.348	-40 03 01.55	-0.17	84.48	0.25	0.42	99.9999	15.7564	15.9037	15.0636	0	0
5125	05 14 10.894	-40 02 54.57	-0.07	1.96	0.80	0.87	17.4760	16.3021	16.3472	16.4889	1	1
5707	05 14 11.204	-40 02 30.08	-0.03	1.63	1.03	1.07	17.1438	16.5344	16.5465	16.4189	1	1
6697	05 14 12.095	-40 02 26.01	-0.00	1.58	0.71	0.71	17.0963	16.2104	16.1934	16.1181	1	1
8420	05 14 15.031	-39 57 37.78	-0.43	3.76	3.03	3.46	19.2789	18.5538	18.9481	17.6564	0	0
