# M22 E(B-V)=0.34, (m-M)_0 = 13.60
# BlueFlag Note: if (V-I)0 > 0.331 + 1.444 * (B-V)0 thenBlueFlag = 0. Value of 1 is good.
# Note: if BaumgardtCheck = 1, then there is atleast 1 member star within 3"of the candidate star in the cluster V&B21
# File Created: 04/17/2024 (MM/DD/YYYY)
# 	RA		Dec		(B-V)_0	M_u	M_B	M_V	u	B	V	I	BlueFlag	BaumgardtCheck
2682	18 35 38.539	-24 03 12.44	-0.82	85.69	4.81	5.63	99.9999	18.8484	19.2975	18.2677	0	0
8102	18 36 10.636	-24 00 08.95	-0.37	2.95	3.62	3.99	17.2583	17.6147	17.6420	17.5279	1	1
8143	18 36 15.483	-23 59 41.51	-0.13	1.02	0.87	1.00	15.3194	14.8427	14.6430	14.3425	1	0
10795	18 36 16.206	-23 59 00.06	-0.07	1.55	0.90	0.97	15.8540	14.8714	14.6186	14.3503	1	1
13089	18 36 18.218	-23 58 57.58	-0.02	1.51	0.63	0.65	15.8140	14.5958	14.2955	13.8778	1	1
16516	18 36 18.306	-23 57 45.44	-0.52	85.69	4.37	4.89	99.9999	18.3834	18.5527	17.1732	0	1
17393	18 36 18.476	-23 56 50.48	-0.12	0.15	-0.22	-0.10	14.4560	13.7528	13.5430	13.2579	1	0
18339	18 36 18.965	-23 55 19.88	-0.39	2.19	2.77	3.15	16.4970	16.7624	16.8072	16.6877	1	0
18412	18 36 19.879	-23 55 12.94	-0.32	1.70	2.18	2.50	16.0044	16.1677	16.1520	16.0447	1	1
20093	18 36 21.262	-23 54 58.15	-0.03	1.50	0.53	0.57	15.8056	14.4995	14.2096	13.7870	1	0
20881	18 36 22.872	-23 54 09.08	-0.18	1.67	1.05	1.23	15.9693	15.0274	14.8764	14.3837	1	1
25190	18 36 22.952	-23 53 34.35	-0.27	1.80	2.29	2.56	16.1000	16.2745	16.2107	16.1359	1	1
26812	18 36 23.034	-23 53 25.94	-0.08	0.82	0.46	0.54	15.1207	14.4303	14.1830	13.8579	1	0
26835	18 36 23.046	-23 53 17.58	-0.27	-0.37	0.09	0.36	13.9308	14.0732	14.0084	13.8502	1	1
26865	18 36 23.074	-23 53 04.41	-0.14	1.59	1.51	1.66	15.8903	15.4872	15.3023	15.0585	1	0
26998	18 36 23.859	-23 53 02.93	-0.08	0.54	0.24	0.32	14.8401	14.2130	13.9685	13.6241	1	0
27024	18 36 26.693	-23 52 54.96	-0.31	0.09	0.66	0.97	14.3959	14.6476	14.6207	14.3912	1	1
29999	18 36 27.320	-23 52 36.26	-0.35	2.89	3.29	3.64	17.1943	17.2859	17.2916	17.1753	1	1
31249	18 36 28.219	-23 52 16.06	-0.20	0.73	0.75	0.95	15.0378	14.7269	14.5967	14.4407	1	1
33277	18 36 28.377	-23 51 44.92	-0.13	0.80	0.81	0.94	15.1075	14.7842	14.5875	14.3616	1	1
33861	18 36 29.204	-23 50 24.66	-0.60	6.23	4.95	5.54	20.5403	18.9627	19.2060	17.9951	0	1
33980	18 36 29.956	-23 49 53.21	-0.11	1.61	0.66	0.77	15.9092	14.6331	14.4186	13.9313	1	0
33989	18 36 32.411	-23 49 35.74	-0.36	3.89	3.51	3.87	18.1990	17.5017	17.5194	16.4859	0	1
36139	18 36 35.085	-23 49 30.86	-0.14	1.47	1.08	1.21	15.7729	15.0530	14.8608	14.5915	1	0
36990	18 36 39.052	-23 47 37.69	-0.42	3.83	4.12	4.54	18.1390	18.1208	18.1941	17.8572	0	0
40848	18 36 39.323	-23 46 57.50	-0.44	3.83	4.23	4.67	18.1314	18.2296	18.3246	18.2209	1	1
49560	18 36 54.833	-23 45 12.11	-0.14	1.76	0.74	0.88	16.0629	14.7152	14.5247	14.0229	1	1
